,Area (sq ft),Bedrooms,Bathrooms,Garage Spaces,Age (years),Floors,Lot Size (sq ft),Nearby Schools Rating,Crime Rate (per 1000),Median Income ($1000s),Price ($1000s)
1760,3764,3,2,1,29,2,6361,6,5.7654511097580405,92,2045.3973126855274
1761,1763,6,4,2,43,1,1641,1,2.001865628074282,137,1217.5255887398687
1762,1336,3,2,1,3,2,6346,9,7.95507175458411,107,1561.3520489191362
1763,4479,5,4,1,10,2,5729,7,0.43988849431424726,108,2490.55361786024
1764,4987,3,2,2,42,3,4627,7,9.82738558579573,74,2277.4585999968117
1765,4524,6,4,1,14,3,7594,7,8.664978414236577,28,2426.372670257954
1766,1342,4,2,1,12,3,9387,2,5.838430609786797,31,1354.9701519237176
1767,1645,2,4,2,47,1,4275,2,1.2018270612949582,132,1233.6224816502352
1768,4403,6,1,2,42,2,5050,6,2.2312004555677474,27,2033.0479434902836
1769,3836,1,4,0,30,1,5553,7,2.8664081861042754,55,1975.6483866847339
1770,3294,5,2,2,32,2,5925,3,2.4862142052457488,144,1938.2022821809815
1771,3519,4,2,0,32,2,3304,4,5.025448103489112,69,1714.487120788034
1772,2684,1,3,1,42,2,4343,3,9.451147665644763,126,1517.7759352900111
1773,4938,1,4,2,32,3,3056,7,4.497308589201324,28,2157.565976388123
1774,4001,5,1,2,26,1,3808,7,6.649489224916714,86,2047.7003455886675
1775,3510,4,4,2,1,1,8092,4,6.916973739190349,72,2178.694609172656
1776,2753,1,4,1,42,2,8226,7,8.728649180019378,101,1839.0465797709817
1777,4650,1,1,0,2,1,1886,5,0.4348307469580406,129,2195.4051602650406
1778,1489,4,4,1,17,3,9584,1,4.1028675875406675,72,1490.5783684817561
1779,2750,3,1,1,30,1,8720,4,7.868877629452383,133,1860.310798363713
1780,1256,1,1,2,39,2,3446,7,8.167183448157918,82,1046.4259757039677
1781,2930,2,4,0,7,3,4905,2,9.280592890222712,38,1638.4020388517997
1782,4776,4,4,1,27,3,7474,2,7.057664162198223,143,2469.5931856329057
1783,1979,1,2,2,9,2,4591,1,2.5270240664369608,105,1376.061446778986
1784,4365,5,2,1,22,1,3181,2,5.106090856535344,89,2011.2198215611627
1785,1682,6,3,1,34,2,6011,8,0.420218350397086,66,1479.8492549709777
1786,1199,2,3,2,46,1,6030,8,6.504590576872643,127,1309.058498450054
1787,1408,6,4,2,49,1,1354,8,5.587522593936692,39,1061.3209074363488
1788,2438,6,1,0,1,3,3631,1,6.701679179536802,56,1458.2141518177157
1789,2948,1,3,1,9,2,2521,1,9.308391478537196,149,1648.180189818631
1790,2182,2,4,2,20,3,3672,4,6.904038456032272,55,1394.8657625937842
1791,2203,2,3,2,19,2,3337,6,3.272454310710136,83,1501.4565843033342
1792,1619,3,1,0,36,2,7968,8,2.067492972314552,26,1334.9630111103954
1793,4092,6,4,0,40,3,1628,2,8.560898447504682,139,1928.2014074405847
1794,1619,2,1,2,45,2,8162,3,2.02388821841023,41,1212.931450379947
1795,1219,3,4,0,4,2,3679,6,1.6999348478941028,65,1274.3456032999675
1796,4102,4,3,2,9,1,6266,4,2.1454595987416605,129,2319.9462302754637
1797,2308,3,2,1,41,2,5422,2,5.137524396492017,65,1326.988531805902
1798,1567,5,3,0,22,2,8463,7,1.329455687278623,47,1529.4035479631852
1799,2844,1,3,1,18,3,2126,4,9.387371472907352,106,1561.4845533977154
1800,2939,4,2,1,12,3,2780,8,9.665911701676887,54,1711.5168304433016
1801,3829,4,2,1,42,2,7571,8,9.740638347501688,148,2245.7660451967236
1802,2349,5,4,2,43,1,9584,7,0.4873355677152261,28,1721.8882980378455
1803,2564,3,4,1,39,1,1825,9,9.467355512152315,28,1399.635190295721
1804,3445,1,1,1,9,3,8276,4,9.97440783291251,41,1907.392373376731
1805,4516,3,1,1,6,2,3395,7,9.430048182520322,89,2246.208436182784
1806,3093,2,3,2,19,2,5145,1,6.7422951670507905,84,1699.9631056394408
1807,3508,3,2,1,48,1,8059,4,7.042178508844159,62,1839.0121860341574
1808,1700,4,1,1,47,1,6492,2,1.310304104747132,36,1112.7635843753883
1809,3884,1,3,0,7,1,8111,9,8.755541063042129,87,2318.9425435497915
1810,2809,3,2,2,16,3,7792,5,0.6904318878248379,48,1809.9822823323827
1811,1041,1,4,1,5,2,4551,3,3.245532411514634,63,1123.4906721415678
1812,3185,1,3,0,16,3,8711,4,9.912401286967052,26,1852.778752129354
1813,1471,2,4,2,1,2,4628,6,4.281046003119653,73,1441.9669814414049
1814,963,2,1,2,37,3,2565,1,1.3984466172560615,65,762.5055727557135
1815,1264,4,1,2,39,2,4667,7,9.696017154285894,23,1059.195607444762
1816,3842,5,2,2,19,1,7459,8,9.842982505713188,110,2318.187250541001
1817,3242,1,3,2,37,1,5096,7,1.9517225838632724,80,1794.431220452676
1818,3155,5,4,2,17,1,2019,7,8.661557706527692,130,1906.817230135594
1819,3357,4,2,1,26,3,8928,9,3.9651909293195287,56,2121.9716255210787
1820,1345,1,1,1,22,1,9254,4,3.8755477984184736,22,1223.0705453576486
1821,4635,1,1,1,8,2,6965,7,2.7007065557793264,32,2293.6184630836246
1822,1393,6,3,1,33,3,3269,9,0.5426317180934754,107,1387.9280741195928
1823,4604,5,4,0,2,2,9835,5,2.753288938483713,95,2642.242415309842
1824,2259,3,3,1,30,3,5721,2,0.632391362797215,27,1357.360349880497
1825,4293,2,4,2,47,2,9408,5,9.251283258963637,102,2322.023092276353
1826,3401,3,4,1,20,2,1195,4,6.651034656688012,28,1583.4542399057398
1827,3244,5,3,1,18,3,4273,8,8.877564235162277,97,1983.4261333767993
1828,3472,2,2,2,43,3,6110,5,7.201177746558649,143,1945.2927847923706
1829,816,3,3,1,10,1,8401,9,1.3997400237181288,61,1403.1115270516957
1830,3991,6,3,1,24,1,4212,9,9.411757213679449,60,2125.9755684077886
1831,1192,2,1,1,4,2,3755,3,9.008941230964394,108,1169.6300496839388
1832,1224,1,1,0,37,2,2521,6,3.5459531712202534,96,985.8205594574382
1833,1371,3,3,1,4,2,6674,6,1.2041800694815974,73,1464.850867277066
1834,4431,2,3,2,13,3,2080,4,7.07113203280985,116,2136.113693083357
1835,1920,6,1,2,25,3,6623,3,7.310776897093553,117,1548.5294173900538
1836,1041,2,4,1,13,1,1721,1,8.978607543923001,75,913.1855233211993
1837,4697,2,3,1,18,2,2562,7,0.6212920185656912,119,2305.860360374129
1838,4895,6,2,1,24,1,1639,5,1.5028679964709815,29,2091.0906062987806
1839,3079,3,2,2,2,3,5260,7,6.022663049503905,63,1935.6120741762616
1840,1588,4,2,2,48,3,6190,1,6.229402353613817,149,1289.3128791831828
1841,1514,3,3,0,33,3,4736,8,0.4327356569185622,149,1486.707083012598
1842,3649,5,4,0,19,1,8746,3,4.029627305510418,38,2071.398974721163
1843,1575,6,4,0,9,3,1089,7,5.883201139632886,99,1361.857037655264
1844,4826,3,1,2,28,2,2251,3,7.405322198202165,108,2096.338411636806
1845,3047,2,3,0,35,1,5703,3,3.229891848605453,20,1517.3575428711956
1846,878,6,4,1,39,3,1348,9,4.89064458091623,149,1208.7753581755555
1847,4726,1,3,1,10,1,5052,2,8.159143235888891,46,2137.5514963529654
1848,1655,3,1,2,1,1,3941,4,9.54356113258763,21,1192.5055226741365
1849,2948,6,1,0,42,3,9437,6,2.380115286359471,38,1824.9396465790062
1850,1831,3,1,1,21,3,1271,3,2.605117837616973,133,1232.993609769806
1851,4071,6,2,2,9,1,3030,7,9.404200055595368,75,2140.7680160706614
1852,4376,2,3,0,47,1,8836,7,4.019520392550567,114,2328.770303436142
1853,4982,1,1,1,15,3,8041,5,7.211648412755353,76,2447.6492370942356
1854,4256,1,3,0,35,2,6175,3,6.161425764425775,121,2088.0459787802138
1855,4306,5,2,2,5,1,2126,2,2.9273180299611576,89,2071.824582871929
1856,1207,6,2,0,41,1,5379,4,6.570265997384447,101,1167.7083536086675
1857,3511,3,1,2,22,2,9708,4,6.590102419474036,68,2042.320250440941
1858,3888,1,1,0,41,3,9052,8,5.9651875355498545,110,2178.9622040264176
1859,2468,1,4,1,23,3,1611,8,1.0866421660101777,24,1410.9028685654716
1860,947,4,3,2,7,2,1749,5,9.952201041502972,76,1066.345335168525
1861,4697,4,1,2,23,3,2856,6,4.064122965591191,111,2239.7016730717037
1862,2750,1,4,2,44,3,9591,8,6.418684755430189,55,1861.5718886600175
1863,1165,6,3,0,25,1,2526,1,8.86904077171493,131,1089.0360148129846
1864,2474,5,1,0,27,1,7229,5,4.29055603535638,32,1553.3568172849355
1865,3346,1,4,1,41,1,9511,4,7.761858062374931,141,2067.534835850078
1866,1362,2,4,2,6,2,9527,4,9.72106180432612,128,1644.4017211972052
1867,4362,3,3,2,34,3,3098,2,3.653454126505178,111,2030.1285032693452
1868,3289,5,4,0,9,3,8865,1,4.112168745304093,121,2134.1011205349573
1869,1572,2,3,0,49,1,1173,6,9.06520298406603,75,975.0214112109546
1870,2837,5,3,1,33,1,1500,7,1.680464391370312,64,1541.8910378777562
1871,4223,2,3,1,6,2,4646,5,0.38308889975847904,79,2170.3473051587434
1872,3367,3,2,0,37,3,7219,8,9.098001148006206,73,1920.5890140182275
1873,2373,3,4,2,31,2,3363,9,8.233756583764045,56,1547.6410298165108
1874,4494,4,3,1,34,3,8540,2,9.728572022258188,56,2207.637900994503
1875,4091,6,1,0,41,2,2896,4,0.6765540488357147,33,1748.4858767001615
1876,2046,2,2,0,29,1,6759,9,1.6461555713657738,114,1659.6915281481772
1877,4519,4,2,2,14,2,2778,5,1.142594334989108,121,2242.7110964662284
1878,4639,2,4,0,36,2,4057,3,6.865819709707721,61,2034.965481503191
1879,1159,4,3,0,36,1,6190,6,6.099499730096718,20,1093.1643963505753
1880,3176,3,4,1,15,3,7997,3,3.657418473933871,42,1911.699370870195
1881,3809,5,2,0,8,3,5747,5,0.6684924460822257,47,2058.222706079246
1882,3793,4,3,0,26,1,1045,3,6.432653642060755,37,1625.7818410293035
1883,1762,2,1,1,36,2,8758,6,5.744192802639061,68,1443.1677668107427
1884,4432,2,3,2,48,2,8053,5,1.217741789500096,66,2186.3978987395335
1885,2627,6,2,2,21,2,4201,9,9.09820607428977,134,1885.9971554812682
1886,2413,3,1,1,28,3,1455,3,2.0696021257527066,58,1219.265311340834
1887,2440,2,3,1,4,2,3924,6,7.460740606224178,25,1521.8846413247193
1888,3016,1,1,2,16,3,8798,8,8.862251039175188,72,1985.1712789380215
1889,1177,5,1,2,22,2,1965,7,5.836802407867713,44,1032.8115865144969
1890,1169,4,2,2,12,1,5964,6,2.5438041624526884,118,1426.2370954362273
1891,2996,6,1,2,16,1,2528,2,3.1615603244889,84,1592.7633453363242
1892,4547,5,4,2,40,3,3976,7,8.86890058381644,27,2128.5854910688267
1893,1451,3,2,1,38,3,4071,8,3.052745848127198,58,1204.604024910026
1894,1569,6,4,0,42,1,5869,1,7.487285784841313,130,1303.4326096593147
1895,3221,4,1,2,37,1,7387,9,9.902635601328512,62,1929.8916493826393
1896,1580,4,4,2,29,2,3521,4,9.99818552169051,101,1303.672299492712
1897,2516,1,3,0,18,1,7525,8,5.381449507866381,142,1909.6721683270641
1898,4783,3,1,0,10,3,2126,7,8.282902388182368,23,2109.383056135074
1899,2111,6,3,0,42,1,7632,7,9.903473692419874,127,1702.3317865807894
1900,4159,6,4,0,39,3,6773,2,3.809261609435624,112,2177.3546953564496
1901,1322,2,3,0,18,3,8716,1,2.5988548921960284,148,1454.5275181935913
1902,1321,1,1,0,1,2,4404,4,1.2309102228376136,113,1288.2970973459535
1903,3120,1,3,1,39,2,5492,2,1.4949064169239485,75,1613.3832600624023
1904,1735,6,4,0,21,2,3343,8,8.550207999844567,22,1344.2530314168991
1905,3030,6,4,0,1,2,1106,7,5.9283585940400325,41,1704.1045708098718
1906,4840,5,4,1,15,1,4154,8,8.74972083638561,75,2436.6887247412337
1907,4497,5,1,0,4,2,5053,6,7.915605381418468,37,2202.5694595809
1908,3637,5,4,2,20,1,5801,1,6.770071837475376,135,2061.1423864005255
1909,4883,1,1,2,10,2,7139,9,6.1321906998779205,103,2593.360610486633
1910,3261,2,3,0,23,2,6580,6,0.5785551513631202,49,1861.032859367413
1911,4043,4,4,1,41,3,1214,1,8.735524440431604,99,1762.71607517729
1912,4159,5,3,2,34,1,6400,1,4.236636410629171,85,2050.4964926836396
1913,1485,2,2,1,46,3,7875,8,5.641889885006781,29,1265.7202131177833
1914,2960,3,3,2,48,2,5289,6,0.3173396685825052,78,1675.1008490769536
1915,4788,5,2,0,33,1,5253,8,9.367127668441592,70,2302.0183801622243
1916,4866,4,3,1,34,2,9656,8,9.037130564810814,142,2718.385132668371
1917,2367,3,1,1,39,3,7247,8,5.478452496189245,73,1645.1843746424138
1918,838,3,3,1,10,1,7177,7,5.815385168366738,100,1375.9250083576878
1919,3344,4,1,2,20,3,8269,7,7.079670402794538,28,2005.6879114106655
1920,2056,5,1,2,1,2,3372,4,2.720479474717886,120,1549.9461677744644
1921,3790,1,4,2,13,2,7834,9,2.2969646648616955,58,2276.7457489050958
1922,2996,4,1,0,1,2,9783,2,6.772827171356164,129,2071.1579064307457
1923,4268,4,2,2,5,1,7617,9,1.133782216973191,85,2492.816814014061
1924,3508,4,4,0,16,3,6150,3,4.595213846761469,29,1869.0999119232663
1925,1101,3,4,1,15,3,9102,2,4.978328197590991,136,1481.2885519007632
1926,1446,2,3,1,49,2,5158,4,3.8752360714601632,102,1156.3139658194057
1927,2559,1,1,0,28,3,8727,5,1.9341549394075734,89,1730.2883675363926
1928,1397,5,1,2,31,1,6206,2,3.6176310168210115,58,1166.4472425496485
1929,1461,5,2,0,23,2,1303,1,3.4418168102484548,32,904.2229292031583
1930,2168,2,3,1,48,2,1333,5,5.042730179022628,78,1173.841276134961
1931,3381,4,3,1,45,2,5506,9,6.779340331627342,86,1930.753359151566
1932,4668,1,4,0,43,1,3331,5,9.68552772290909,60,1985.9523025427343
1933,4337,5,4,2,17,2,5561,9,1.5272162757258496,54,2370.1202210444785
1934,1082,6,4,2,49,2,1079,6,8.742869388416711,100,1015.1039642571899
1935,4478,5,2,0,34,2,4763,3,2.9133622038635982,53,2025.3901643488225
1936,2286,4,2,0,13,2,6196,4,5.954590423013916,95,1618.0319857423478
1937,4882,6,4,2,14,3,1732,4,5.512695785040294,89,2300.8447036867233
1938,4983,2,3,1,11,2,4976,1,5.613789344419803,30,2166.364421788959
1939,1260,1,2,0,28,1,6659,3,7.261250256016248,131,1231.2813368989425
1940,3125,2,3,2,42,2,2384,3,3.87871422691506,46,1442.3488442210123
1941,4554,2,3,2,32,2,3124,1,3.259089636044871,67,1952.83364761932
1942,3268,1,1,1,35,3,7652,9,8.543062274536226,43,1879.6945725675116
1943,2524,1,4,1,31,2,6283,1,2.278940898715276,37,1417.9659688384386
1944,2176,5,1,1,17,3,8176,9,1.8844357693803166,46,1761.475103265145
1945,3543,5,4,1,47,1,7605,1,0.2545136228870827,73,1867.0748408861202
1946,1314,1,4,1,9,3,6707,2,2.184720042088949,74,1304.3722775451733
1947,1502,6,3,0,10,2,3292,2,5.233461189835412,139,1357.4931295867877
1948,2453,3,4,2,8,1,9376,6,5.431237842839724,40,1867.2751185927712
1949,2866,5,3,0,21,2,1997,7,2.61876286283579,134,1797.5382626149797
1950,822,3,3,0,13,3,5664,1,0.8155142834078785,139,1188.7421443468497
1951,3260,6,4,0,5,1,3357,3,7.471943883817541,77,1817.2319033099163
1952,2104,1,3,0,6,1,6491,2,7.603955950766768,73,1461.079157488274
1953,4100,6,3,0,30,3,2679,8,9.97858032328646,22,1951.2809235095078
1954,1161,5,3,1,31,3,6715,9,9.010292748293704,148,1534.5605757730227
1955,4527,2,2,1,17,1,5886,2,9.268014438724661,25,2022.5387938827396
1956,2084,1,3,2,11,1,8440,2,8.002217874865025,38,1519.447670894139
1957,1314,4,2,0,20,3,7821,9,6.193478248486741,105,1557.7487177949004
1958,1248,3,2,2,48,2,4527,4,1.372604980284654,134,1145.1319565374872
1959,2655,6,3,1,9,1,7813,5,6.260901644813189,142,2031.5524129290768
1960,4362,1,3,1,2,3,3745,9,0.6539630181048037,92,2327.5025863031615
1961,3320,6,2,1,37,2,5090,6,8.864461201584804,66,1804.8828035747629
1962,3881,1,2,0,1,1,7158,9,4.870031220600555,104,2303.0762852475273
1963,2228,5,3,0,4,1,9561,9,7.004981036560422,47,1925.0025483938653
1964,4767,5,3,1,36,3,8471,7,0.6172122705900437,65,2487.4232158118016
1965,1722,5,4,2,25,2,4743,9,5.389059386935971,139,1661.1444799573744
1966,3937,6,2,2,3,1,8008,5,3.0825076387482895,135,2428.7809380146605
1967,2959,4,2,1,9,2,4324,5,2.921185830798732,80,1772.883211744187
1968,3347,5,4,2,22,2,9632,8,3.957593555561507,36,2167.5244536820032
1969,3779,1,2,1,23,1,4257,4,0.10633066251929553,53,1796.5425155999899
1970,3081,5,1,2,12,2,1226,9,4.719942729029717,39,1709.8291946129948
1971,3449,2,2,1,10,1,3401,7,4.917010167718589,62,1846.304525129428
1972,1113,5,4,2,34,2,5718,7,8.644996066806735,29,1194.3298463357003
1973,3413,6,1,0,43,1,2024,3,4.540403518036576,113,1628.8145489158646
1974,3883,4,3,1,10,3,6672,4,3.6992073092899616,134,2269.801153090665
1975,3056,2,4,1,30,1,8727,7,9.947995808488386,146,2096.1977603662426
1976,1837,6,4,2,22,1,6280,5,5.755011913564713,129,1643.048261714079
1977,4289,6,3,1,6,1,1870,3,4.778870765477981,126,2165.3829489527047
1978,3434,6,4,1,2,2,4199,1,5.009764762028956,124,2001.1131764963286
1979,4783,1,2,1,30,3,2745,7,8.110894845337171,90,2152.7405653948713
1980,2578,6,3,0,2,2,6270,6,3.4726960528045927,103,1927.449515454614
1981,4695,1,4,0,32,2,9635,7,3.952688580590862,22,2355.8674063354515
1982,1924,6,3,2,42,1,6886,2,7.583146257440907,65,1361.4643613490107
1983,1497,3,3,0,16,2,6590,4,0.8225390221763178,45,1308.1644421449043
1984,2979,2,3,2,12,1,8897,2,8.665174665618261,27,1768.2444720276214
1985,2204,3,1,0,1,3,9664,8,4.359006695032902,74,1877.1474998714327
1986,1843,6,4,2,8,2,9271,7,5.854800457505919,110,1912.758823298567
1987,2729,2,1,0,48,2,6158,1,7.599013976672368,133,1501.3232248925603
1988,1813,2,4,0,13,2,9431,2,2.733914032149514,98,1597.735826790947
1989,1026,4,2,2,15,1,1589,2,8.914110662374446,120,1011.9784802351262
1990,2628,3,2,1,44,1,2884,4,9.794327225340446,105,1413.8180187527614
1991,2823,4,2,1,8,2,6399,3,4.993316177920633,64,1757.3377310495566
1992,3252,2,4,0,10,2,9503,1,9.375679913823467,69,1955.023372356091
1993,2885,1,3,2,46,3,2076,2,0.11117336301712932,83,1368.1892604080065
1994,1880,2,3,1,5,3,8235,9,8.952954513391731,114,1838.365892968049
1995,3120,4,1,2,19,3,7837,1,3.1793486655379253,21,1699.57434653261
1996,3990,3,1,1,47,3,1033,9,3.1838047048032596,114,1879.8808048602716
1997,3430,6,2,2,38,3,2841,7,2.3580797612224003,81,1836.296123448656
1998,3363,6,1,0,11,1,5481,2,3.238437621393929,93,1880.59427267904
1999,4092,3,4,2,43,3,9440,2,2.2134973786164878,119,2252.291926014942
